blogs,points
坚决不可以，哈哈哈，保留神秘,5
我已经在流鼻血了~,2
我左边你右边上!,0
受累了,0
不受累啊，反正我也得去看看有没有我合适的~实在没有就只能送内山石了~,2
坐了之后人就变和谐了~,0
哈哈，那你有没有坐过？有没有变和谐？,5
自助餐？,0
洗浴中心配的晚餐，人叫一个多啊,0
安中？,0
答对了，看来是校友啊,0
我已经回来啦！,5
我们很悲催,2
有人挑衅你的选择啦。！,1
有相关潜质的人总是对相关的事务特别敏感。我们从来没觉得有什么。,3
姐也是中秋节快乐,0
呵呵~~去哪玩啊？昨天,5
擦我的意思是发给我。。,4
哈哈合着我会错意了啊不用我发给你你自己就能挖掘啊从有限资源里面,5
哇塞~~好喜欢身上这件衣服！,1
哈哈很花吧？,5
你跟谁表白了,0
尼玛的怎么又是我,4
上市了？早点到京可以小聚,0
8月3日上。,0
木有…呜呜…,2
悲催~,2
这个我喜欢吃呀，求快递。,1
求姐啊，这是姐拍的。,1
看来牙疼是彻底好了。,2
三周了，终于吃一顿饱的了!哈哈,5
贵圈真乱。。。,3
贵圈真乱。。。,3
我也经常坐错车,0
明明看着是7号，到半路感觉路线不对。问问别人才知道坐错车,3
点解过五到啊！？,0
有一条大腿于今日伤残、行吾到过去,0
好！很久没看到光威了。,2
呵呵这张是去年年底照的了,5
我认识的吗？,0
我粉丝也有她。谁来的,1
啊，你们宿舍啊。。晕,4
不是吖是整栋楼阿打副本的童鞋悲愤欲狂吖,4
找个透明胶粘一块当滑水板呗,4
这个主意不错……买的还就是单板,1
你钱包又丢啦...,3
好像是丢了我好可怜啊,2
在监狱自残被警察击毙了！,4
我们都是自残党，脑残,4
那臭猪脚啊碍惹,3
哈哈，剪掉指甲就像你肚子痛的时候哦了一斤屎一样舒服！爽死了,5
我竞是法力无边的黑山老妖,3
同为黑山老妖，拥抱之~,1
不是，是血海飘香里，楚留香对李红袖说的。胡铁花不会讲故事,3
我是从外型上分析滴~,0
句总要长球了啊，哈哈,2
没有，这几天烂的很，状态低迷，总感觉眼睛不舒服,2
你儿子啊不知道他会不会玩骰子啊哈哈哈,3
会，幼儿园时候就会，还会人在江湖漂,0
其实他暗恋你很久了今天终于能和你合唱了,1
好有爱的基友啊...,1
你是不是没有腰?,0
木有不行啊？？！,4
炒面看起来不好吃。没去那家菜饭吗？,2
差点赶不上火车，只买了咖啡。味道还行，吃完了,3
很嫩不用装的,1
哈哈太鼓励我了，谢谢啊,5
哈哈哈。。。王冕,5
哈哈！果然是小学同学！有空过来看看哦,5
呵呵，俺是门外汉，纯属乱说乱讲。,1
路径不同，目标一致~,0
系咪下个星期考啊？,5
下个星期六日啦,0
胸。吗？,0
你还没到家就算我说对了。哈哈,4
白痴啊，不是浙江的,3
居然骂我,4
左边的那个不是小可爱呀哈哈,1
谁是小可爱啊？,1
百天的流浪,0
还真是刚好一百天！撒花。,5
加油考第一哥哥请你吃自助餐,1
哈哈哈，好的！！一定好好努力,5
是超级好听陶醉啦,1
下次偶们练好，把我们的麦霸带来哦,1
肯定不知道上海话的发音楚商,0
轻轻问有项目是否电邮于你？,0
接触中哈哈哈,0
嘻嘻，等侬好消息哦！,5
同这…他缺钱啊！听说贱女并没有同来！,3
贱女被炒鱿鱼了？,3
打包行李离家出走。。。,2
阿哈哈~你不早就远在大洋彼岸了麻~你好回来了呀~,5
看见婷买啦！,5
呵呵，我才注意到哟，好低调的！,5
大大大美女我们等你回来…,0
矮油，超模，你这样讲的我都不好意思了，面对你们我情何以堪啊,3
所以佛教是最先进的，不仅仅是宗教,1
宗教信仰不是一个可以争辩的问题。,0
这还是照片，我在看现场更加鼻血,1
不带这样引诱我的大半夜的伤不起啊,2
我也是！！！,1
你们俩就合起伙来欺负我…,4
额、、、我好饱,1
哈哈，被你搞死了。现在是不是48一位？,5
我想12月去九寨沟，请问有什么事须要注意的？,4
注意保暖、防晒,0
手机本身的更新换代很快吧。,5
那电视厂商为什么不能更新换代快一点，干等着苹果革命,3
你好像是爷们唉，也脸红了，看来以后要注意。,3
挺真实的比喻，不要注意，哈哈,1
酒鬼！,0
偶尔喝一小杯而已~~,0
赢定了,0
今天的期望，明天的绝望.,2
我爱大头，大头爱我是什么意思呢哈哈,1
你和大头是相爱的，是两情两愿的,0
恩恩西莉喔,0
晚安！好人好梦！,1
"它并不傻,很聪明..",1
我不喜欢小小的狗我喜欢大狗狗,1
欢欢~,1
你几时走啊？我18号晚上的车~,4
你明天再上海？去海底捞步？园子生日,0
时间地点？,0
阿占占要求阿占再有名一些才肯给卖！,0
酱紫啊！希望我去的时候她已肯卖……,1
所以你忽略我，自己吃饭去了,0
明天临幸你今天本来我就不爽省的我骂你,4
早起的虫儿被鸟吃~,0
晨早留留撞到粒大黑祖…今日都5慌好了…邪住晒,2
嗯其实是个小女人啊,0
是滴，狮子女超小女人的,0
爱买，我一直这么幽默，哈哈,1
行，生完孩子依然幽默！,0
他们来中国都来两句孔子论语之类，他没有。,3
满嘴之乎者也，老百姓听不懂。,3
杨总，带上我哦！,1
吃饭好说，但吃菜就再论了！,3
好吧我爱慕你很久了,1
矮油这算表白么。。,3
我现在也胖了，快胖死了~,2
学郑秀文的减肥法,0
我现在最喜欢玩这个游戏了,1
这也是我妈的最爱啊！,1
谁喊我？,4
哈哈，有笑点,5
我把他赶新厂去了,0
不要啊姐姐这里垃圾不多呀,3
你们是有妄想症吗？？？,4
请注意你的用词，我们保留起诉你的权力！其实我们是偏执狂！,3
就是贩卖熊胆的。,0
熊胆都卖到哪里喃？！,4
市区哪有便宜地儿,0
你们都错了，偏僻是为了避开人群密集。,3
不会是我吧,4
哈哈。你忘了吧？这是贺大湿的杰作,5
这张照片能表达出来的东西太多太多，看了很心酸很感动,2
难过大于心酸,2
政治制度失望，社会风气丑恶，中国这个带病的肌体还能运行多久？,3
人性的丑恶让国人诠释的面面俱到,3
介个我想到了你,2
重点是电视机太热了还要两个毛巾换到搭,3
我来慰问了…,2
阿迪最近主持什么节目了,0
钓鱼~闲情逸致，多好，我还想找地方钓鱼呢,1
听你的，选择钓鱼。,0
可怜啊我也头疼呢,2
呵呵…没吃早饭所以也没能吃药…呜呜…,2
就是！他老是欺负我~,4
啦啦啦~~,5
哎呀，你还说。,3
我啥都没说.我说什么了吗？我什么都没说过,4
你动作迅猛的,0
嘿嘿..要跟上大部队的呀…,5
都这样,3
太苦了！我的偶像吴奇隆，下次不要再演这样伤情的戏了！伤心伤神,2
领导板起脸来还是很严厉的,3
一时怒从心头起。科学工作者怎么能说这种话？真该死！,4
一夜山中雨，林端风怒号。,0
君问归期未有期，巴山夜雨涨秋池,0
不知酒量如何？,0
一般不喝酒，喝酒不一般！,3
花痴每年军训就又开花了…,0
今天上午，我军训值班了近距离观察兵哥哥，啦啦啦,5
觉得好的话可以去团，100元现金券只要48元,1
我觉得不错的！,1
要不我们下个月去，如何？坐高铁！,4
哈哈哈。高铁安全么？,5
刚又给她布置了明天的作业，数学题和语文，不然她一天在家闲得慌！,3
哈哈，亲真厉害哦…肯定是个潮妈妈,5
原以为就成都多呢结果！不过看起来真的好恶心啊!,3
那怕在家吃菜泡饭也不敢外吃大餐俺真怕怕了！,3
有咩配无起呢？,0
我人又老钱又无，赖蛤蟆一个，不敢奢望吃天鹅肉,3
你这个自恋的90后小萝莉！,1
这句话听着真舒服，姐姐我忍不住要请你吃饭了,1
晒了晒了！,5
哈哈瞅到啦,5
找我出去玩撒。。火速~,0
我已经出门啦哈哈,5
星梦奇缘！我最喜欢里面的配乐,1
同道中人啊棒子早期的电视配乐真的很不错……,1
神马情况，趁我不在你们去这么腐败了。,4
宋老师和同学来京行走，北京人民必须陪好，有力的出力你今天回来不？,1
金色比一般的要好看我觉得,1
恩！我也觉得！银色也不错！,1
海盗王珊，音乐是灵魂的完美表现，欢迎爱音乐的你常来,1
每个喜欢音乐的人心里都有爱，谢谢你,1
你街拍的女生时尚品味很一般，大街小巷随处可见,1
希望你也能发现身边美，展现你眼中的时尚和品味，记得,1
吕性饥饿啊米？,3
我是太寂寞，咯犯花痴,2
哈哈我也记得,5
你们没有骗我吧,4
自娱自乐自嗨天后就是你！姐们，要注意版权。,0
如果这就是爱…你还细不懂我们多年的默契和真爱！,1
跟谁结是重点哈哈,0
你还没找到吗？那我帮你发个征婚启事如何,4
这世界本来就不公平...,3
我一定要做到！,1
好的，你上淘宝买我给钱！,1
嘿嘿嘿，我就知道是列样子,0
呵呵哪有你说的那么好！,5
那你说，我说你拥有的那些，对么？,3
嗯…一直都有…,1
呜呜，现在才终于,2
每个女人都有一个公主梦,0
如果有个小妞出现，一定让她继续更狠的实现我的公主梦，哈哈哈,1
你现在变成了安徽电信的广告发布者了,3
什么叫广告啊，这是福泽百姓的业务好不好,3
你现在才贴，真相早就有了,3
真相是什么？杀人凶手就是推土机司机？谁是主谋？,4
还行分数比60都高很多谢谢掌门关心,1
祝贺，认真学习，免得进入社会一片茫然。,1
护舒宝少男系列用户低调的飘过…,0
你猥琐！护舒宝不好！,3
哟。。。穿上新衣了嘛,5
是的，帅伐,1
见家长?不好吧亲!!,0
早就该见家长了亲！,0
我更关注换曲目,1
问题是曲目变化甚微，只能从造型和化妆上多做些来平衡了，可是这两样也,0
不是很便宜也不贵.你是买韩国女装还是中国女装咯？,3
"中国女装区多点,韩国的比较少买",0
会陆续发布新的作品的，最后发布汇总完整篇……,0
会有版权问题的，所以只提供网络下载。,0
说真的，我也不太喜欢湖滨校风,1
一条年轻的生命。真是的，有什么深仇大恨吗？,2
孩子失去生命妈妈失去天堂啊,2
当生命脆弱到无法生存的时候，也许只有祈祷上天。,2
奇迹啊，他妈的,1
做到这个份上的政府不骂他就不爽，他妈的！奇迹。,3
晒命啊死野你,4
有点啦！羡慕啊……,5
真像样！,1
哈啊哈，我住在阁楼可浪漫了要来找我玩,5
我也是的啊50送油的所以就冲了~,3
那不是即其到账的呀不是每个月反5远吗,3
亢奋完家阵累到呕电！,2
有车打吗？？,4
还可以不咯，去哪免费送你,5
机车要烧油的啵，要烧油的就算了，油涨的好贵了,3
是我，绿色的,1
哈哈，你要穿红色，我就停你面前了,5
刚自己在家哭完，发泄了一下。不能让爸爸看到,2
给我挺住！,1
许总，咱01年读的高中，悲催的时光飞逝,2
哈哈，但是这年头最冷漠的也就是时光了,5
民工的孩子也不能搞特权，装弱势群体求同情一样可耻。,3
有道理，不过天朝借教育之名捞钱就无耻中得无耻了。,3
你姐姐都没得什么变化嘛,0
是的今年十八明年十七！,0
去没去两姐妹居酒屋？,0
是四姐妹让他主人发现小越野就改三轮了,0
切西瓜.勒还熬夜看帝.精神可佳阿.,1
哈哈是啊一看不小心挂住了么办咧,5
哈哈哈，我挺喜欢那匹马的,5
太美好的动画片,1
我勒个去。,2
甭理他,3
骗人的爱墙,4
什么意思，说话注意点,0
我那天看得直播，都是广告,5
中间还有新闻伐？那条跳楼自杀的新闻我正好经过看到艾,4
您好！请问您使用的什么拦截模式？使用手机卫士具体遇到了什么问题？,0
右边……别这样好想笑！,1
哇，幸好有你啊。,5
结果是一小盆友玩打火机把窗帘点了,0
喝这么多你要变成胡爷爷了,0
我是的就是发泄我想开心为什么活的这么累有木有朋友在我这边,2
唉…孺子可教不？,2
很遗憾。朽木不可雕了…,2
你个禽兽,3
我每次离开苏州怎么不见你想我的,2
照了暴多啊，四个相机,4
不错不错~回来拿来看~~,1
变态研究组,0
发现亮点了,0
默念我的名字也许我就出现了呵呵,2
你来干嘛呀？帮我撬门呀？呵呵,4
软绵绵小姐我们是在寝室一起看的~~而且你都没看完就溜掉了！,0
怪不得我觉得好久好久以前了。。。,2
家里还有两个羊腿。嘿嘿,0
无奈啊!,2
既然是心理建设很强大的人，一般来说不会处在社会底层,3
这个倒真的不一定，底层也有很强大的平民，过得舒心、安然,1
这算是一种丑陋吧。。也算是见识到什么样的人都有这社会！,3
丑态无处不在，只是我们要学会看淡学会遗忘。,0
你忘了还有我，哈哈哈~,5
嫉妒啊，我也要受伤啊,2
我认为不是被打手，明明就是故意的拽刘翔的手！！,3
我觉得萝卜丝不是故意的，但应该承担责任！,3
狗日的早死几年新疆就不会死那么多人了。牛逼个锤子。,4
新疆是东突，和拉登有个毛关系，你懂不懂球？,3
啧啧你怎么不把叫人家给你上一公斤冰激凌球的往事说出来,3
想想也心疼钱,2
你果然厉害,3
人类已经无法阻止我了~,2
番茄啊！你好，咱们啥时候约着找蛋去，炒他个酸辣土豆丝,3
哈哈，同去同去；那菠菜在哪里呢？,5
呵呵，去祭月玩得开心噢。,5
嗯嗯！少了你呢！可惜了~,2
适合蜜月或家庭休闲度假,0
行家就是行家，有非常好的蜜月及儿童政策；性价比极高的,1
惨啊吐血呐！水饺水饺，念吧,2
越念越饿你数兔子，我数马儿吧。,2
吓到自己人啦？,0
有嘛？有嘛？,3
抓紧时间！,0
老师我选择分数高…大题应该怎么做？,0
真的好精致啊！,1
是啊所以忍不住拍照留念超喜欢滴,1
早啊，这孩子是刚起来的,0
不是刚起来，已经起来半个小时了,0
坚决不要看,3
坚决不花钱看,3
